threshold,videos,positive_videos,negative_videos,predicted_alerts,true_positive_alerts,false_positive_alerts,missed_events,alert_precision,alert_recall,false_alarm_rate,missed_event_rate,mean_predicted_lead_time,median_predicted_lead_time,mean_alert_time_error,median_alert_time_error
0.1,20,10,10,17,8,8,2,0.5,0.8,0.8,0.2,14.00825,13.2995,-11.866375,-11.052
0.11,20,10,10,13,8,4,2,0.6666666666666666,0.8,0.4,0.2,13.75825,13.2995,-11.616375,-10.552
0.12,20,10,10,13,8,4,2,0.6666666666666666,0.8,0.4,0.2,13.63325,12.7995,-11.491375,-10.052
0.13,20,10,10,13,8,4,2,0.6666666666666666,0.8,0.4,0.2,12.00825,11.297,-9.866375,-9.44
0.14,20,10,10,13,8,4,2,0.6666666666666666,0.8,0.4,0.2,9.38325,7.535499999999999,-7.241375,-6.0809999999999995
0.15,20,10,10,13,7,4,3,0.6363636363636364,0.7,0.4,0.3,10.519142857142857,9.643999999999998,-8.467714285714285,-7.715
0.16,20,10,10,12,7,3,3,0.7,0.7,0.3,0.3,9.947714285714286,9.643999999999998,-7.896285714285715,-7.715
0.17,20,10,10,11,7,3,3,0.7,0.7,0.3,0.3,9.233428571428572,9.643999999999998,-7.182,-7.715
0.18,20,10,10,11,6,3,4,0.6666666666666666,0.6,0.3,0.4,9.573333333333332,11.1055,-7.800833333333334,-9.874
0.19,20,10,10,11,6,3,4,0.6666666666666666,0.6,0.3,0.4,9.573333333333332,11.1055,-7.800833333333334,-9.874
0.2,20,10,10,11,5,3,5,0.625,0.5,0.3,0.5,11.402600000000001,12.567,-9.4716,-12.033000000000001
0.21,20,10,10,11,4,3,6,0.5714285714285714,0.4,0.3,0.6,13.961500000000001,13.0845,-12.23125,-12.2885
0.22,20,10,10,11,4,3,6,0.5714285714285714,0.4,0.3,0.6,13.711500000000001,12.5845,-11.98125,-11.7885
0.23,20,10,10,10,4,3,6,0.5714285714285714,0.4,0.3,0.6,13.711500000000001,12.5845,-11.98125,-11.7885
